timestamp,date,hour,day_name,is_weekend,source_type,confidence_score,Confidence_Category,is_fallback,root_cause,query_word_count,query_length,response_length,final_query_clean,llm_output,source_evidence,num_chunks,chunk_character_count,chunk_faithfulness,chunk_rank,Execution_time,total_tokens,Model_used
2026-05-20 17:30:10.302553,2026-05-20,17,Wednesday,False,HSE_Laws,0.8,Medium,False,Success,12,58,0,how much days are allowed to a pragnent leave for a woman?,,Source context loaded,5.0,1258.0,0.85,1,1.3008028858806777,4188,Claude Haiku
2026-05-20 17:30:10.302553,2026-05-20,17,Wednesday,False,HSE_Laws,0.4,Low,False,Success,10,49,0,how can i complain any accedent on on workspace ?,,Source context loaded,3.0,678.0,0.85,1,0.8082596599578105,5094,Claude Sonnet
2026-05-20 17:30:10.302553,2026-05-20,17,Wednesday,False,Course_Material,0.85,Medium,False,Success,7,46,0,What safety documentation is required at work?,,Source context loaded,3.0,771.0,0.85,1,1.865567438602291,5728,Claude Haiku
2026-05-20 17:30:10.302553,2026-05-20,17,Wednesday,False,HSE_Laws,0.85,Medium,False,Success,11,62,0,what safety items shoud i carry on cement industry workspace ?,,Source context loaded,7.0,1822.0,0.85,1,2.2010710479101308,7104,Claude Sonnet
2026-05-20 17:30:10.302553,2026-05-20,17,Wednesday,False,HSE_Laws,0.95,High,False,Success,8,64,0,What protections do pregnant employees have against termination?,,Source context loaded,7.0,1854.0,0.85,1,1.9221401782882863,6468,Claude Haiku
2026-05-20 17:30:10.302553,2026-05-20,17,Wednesday,False,General_course,0.95,High,False,Success,7,40,0,how many course avialble in your system?,,Source context loaded,5.0,1384.0,0.85,1,0.5410552472827095,5386,Claude Sonnet
2026-05-20 17:30:10.302553,2026-05-20,17,Wednesday,False,HSE_Laws,0.92,High,False,Success,7,53,0,Gjelder forskriften kun for virksomheter med ansatte?,,Source context loaded,4.0,1080.0,0.85,1,1.238547343277513,3493,Claude Haiku
2026-05-20 17:30:10.302553,2026-05-20,17,Wednesday,False,General_course,0.95,High,False,Success,6,32,0,List of available Courses for me,,Source context loaded,0.0,0.0,0.85,1,1.7615296815009345,6712,Claude Sonnet
2026-05-20 17:30:10.302553,2026-05-20,17,Wednesday,False,HSE_Laws,0.95,High,False,Success,8,64,0,what protections do pregnant employees have against termination?,,Source context loaded,7.0,1854.0,0.85,1,2.0141523442106037,7415,Claude Haiku
2026-05-20 17:30:10.302553,2026-05-20,17,Wednesday,False,Course_Material,0.85,Medium,False,Success,15,75,0,Hva er viktige elementer å ha med i en værnerunde når jeg jobber på kontor?,,Source context loaded,5.0,1253.0,0.85,1,1.4705628733903224,5591,Claude Sonnet
2026-05-20 17:30:10.302553,2026-05-20,17,Wednesday,False,Course_Material,0.82,Medium,False,Success,11,50,0,Hva er riktig høyde for meg dersom jeg er 180 høy?,,Source context loaded,3.0,675.0,0.85,1,1.9081672307429676,7295,Claude Haiku
2026-05-20 17:30:10.302553,2026-05-20,17,Wednesday,False,Course_Material,0.88,High,False,Success,10,72,0,Hvordan kan jeg tilpasse min arbeidsplass for å unngå belastningsskader?,,Source context loaded,3.0,896.0,0.85,1,1.8911319058439102,2651,Claude Sonnet
2026-05-20 17:30:10.302553,2026-05-20,17,Wednesday,False,Course_Material,0.92,High,False,Success,8,69,0,Hvilke krav stiller arbeidsplassforskriften til ergonomi på kontoret?,,Source context loaded,4.0,961.0,0.85,1,0.971743934931359,6786,Claude Haiku
2026-05-20 17:30:10.302553,2026-05-20,17,Wednesday,False,Course_Material,0.92,High,False,Success,6,36,0,what about Arbeidsmiljøloven – aml ?,,Source context loaded,4.0,927.0,0.85,1,2.4751473307206817,6322,Claude Sonnet
2026-05-20 17:30:10.302553,2026-05-20,17,Wednesday,False,Course_Material,0.75,Medium,False,Success,24,115,0,Jeg trenger hjelp med å lage en værnerunde. Hva er viktig å ta med? spør meg noen spørsmål du trenger å vite om meg,,Source context loaded,5.0,1368.0,0.85,1,2.239049130961405,6608,Claude Haiku
2026-05-20 17:30:10.302553,2026-05-20,17,Wednesday,False,Course_Material,0.85,Medium,False,Success,23,135,0,"Jeg jobber som snekker og er v-rneombud, Vi bruker alle typer værktøy. Ja det er rissiko ute på arbeidsplassen. Jeg starter på scratch.",,Source context loaded,5.0,1426.0,0.85,1,0.6281261728038237,3433,Claude Sonnet
2026-05-20 17:30:10.302553,2026-05-20,17,Wednesday,False,Course_Material,0.88,High,False,Success,16,82,0,Kan du sette opp et enkelt forlsag med 10 punkter som bør være med på vernerunden?,,Source context loaded,5.0,1345.0,0.85,1,1.4007194336971607,6664,Claude Haiku
2026-05-20 17:30:10.302553,2026-05-20,17,Wednesday,False,HSE_Laws,0.9,High,False,Success,8,54,0,Hva er kravene til personlig verneutstyr for snekkere?,,Source context loaded,4.0,938.0,0.85,1,0.7992247170256899,2175,Claude Sonnet
2026-05-20 17:30:10.302553,2026-05-20,17,Wednesday,False,Course_Material,0.85,Medium,False,Success,6,46,0,Hvordan dokumenterer jeg funn fra vernerunden?,,Source context loaded,5.0,1307.0,0.85,1,0.7283073556951967,4954,Claude Haiku
2026-05-20 17:30:10.302553,2026-05-20,17,Wednesday,False,HSE_Laws,0.88,High,False,Success,7,53,0,Hvordan vurderer vi rømningsveier på verkstedet vårt?,,Source context loaded,4.0,1096.0,0.85,1,0.8249694141735036,1722,Claude Sonnet
2026-05-20 17:30:10.302553,2026-05-20,17,Wednesday,False,HSE_Laws,0.92,High,False,Success,14,82,0,Hvordan skal risikovurderingen se ut? kan du gi meg 5 eksempler som skal vurderes?,,Source context loaded,11.0,3136.0,0.85,1,1.4250840034570453,4776,Claude Haiku
2026-05-20 17:30:10.302553,2026-05-20,17,Wednesday,False,General_course,0.85,Medium,False,Success,15,75,0,on which Contact details i can coccet with you for enrolled in new Course ?,,Source context loaded,3.0,861.0,0.85,1,2.038986503960876,3224,Claude Sonnet
2026-05-20 17:30:10.302553,2026-05-20,17,Wednesday,False,General_course,0.85,Medium,False,Success,8,55,0,procide me course suppport contact details in TotakHMS?,,Source context loaded,3.0,724.0,0.85,1,0.8481700812171709,1898,Claude Haiku
2026-05-20 17:30:10.302553,2026-05-20,17,Wednesday,False,General_course,0.85,Medium,False,Success,9,47,0,"What is the title, author, and level of course?",,Source context loaded,4.0,1021.0,0.85,1,1.7893806694936638,5832,Claude Sonnet
2026-05-20 17:30:10.302553,2026-05-20,17,Wednesday,False,General_course,0.95,High,False,Success,7,38,0,What are the prices for these courses?,,Source context loaded,2.0,466.0,0.85,1,2.2083389564731064,3382,Claude Haiku
2026-05-20 17:30:10.302553,2026-05-20,17,Wednesday,False,Course_Material,0.95,High,False,Success,7,44,0,Tell me more about the Brannvernleder course,,Source context loaded,3.0,729.0,0.85,1,1.3080071073477937,6544,Claude Sonnet
2026-05-20 17:30:10.302553,2026-05-20,17,Wednesday,False,General_course,0.95,High,False,Success,7,39,0,list of the available course in system?,,Source context loaded,4.0,977.0,0.85,1,1.891548966894696,5011,Claude Haiku
2026-05-20 17:30:10.302553,2026-05-20,17,Wednesday,False,General_course,0.95,High,False,Success,7,39,0,List of available course in the System?,,Source context loaded,5.0,1384.0,0.85,1,0.6122700281454827,2458,Claude Sonnet
2026-05-20 17:30:10.302553,2026-05-20,17,Wednesday,False,General_course,0.95,High,False,Success,1,2,0,hi,,Source context loaded,5.0,1332.0,0.85,1,1.7974328019980117,5743,Claude Haiku
2026-05-20 17:30:10.302553,2026-05-20,17,Wednesday,False,Course_Material | HSE_Laws,0.92,High,False,Success,10,45,0,What is HSE and sugegst me some course on it?,,Source context loaded,6.0,1539.0,0.85,1,2.486636932280099,3633,Claude Sonnet
2026-05-20 17:30:10.302553,2026-05-20,17,Wednesday,False,HSE_Laws,0.85,Medium,False,Success,24,116,0,Jeg trenger hjelp med å lage en værnerunde. Hva er viktig å ta med? spør meg noen spørsmål du trenger å vite om meg?,,Source context loaded,6.0,1552.0,0.85,1,1.4995270252119839,6005,Claude Haiku
2026-05-20 17:30:10.302553,2026-05-20,17,Wednesday,False,General_course,1.0,High,True,Retrieval Failure: Missing Data,7,28,0,what is your name and role ?,,No source found,0.0,0.0,0.0,1,1.0482617154358842,3709,Claude Sonnet
2026-05-20 17:30:10.302553,2026-05-20,17,Wednesday,False,Course_Material,0.95,High,False,Success,6,46,0,summarized course stillasbyggerkurs in short ?,,Source context loaded,4.0,1150.0,0.85,1,0.5376913934022922,3866,Claude Haiku
2026-05-20 17:30:10.302553,2026-05-20,17,Wednesday,False,Course_Material,0.3,Low,False,Success,7,33,0,what is the prise of this cousre?,,Source context loaded,3.0,667.0,0.85,1,0.857957823868686,4487,Claude Sonnet
2026-05-20 17:30:10.302553,2026-05-20,17,Wednesday,False,Course_Material,0.95,High,False,Success,9,41,0,what is the prise all HSE of this cousre?,,Source context loaded,2.0,563.0,0.85,1,1.4283686537546552,5979,Claude Haiku
2026-05-20 17:30:10.302553,2026-05-20,17,Wednesday,False,Course_Material,0.98,High,False,Success,10,58,0,what is the prise of HMS-kurs grunnkurs for arbeidstaker ?,,Source context loaded,3.0,692.0,0.85,1,2.1140244782571185,7328,Claude Sonnet
2026-05-20 17:30:10.302553,2026-05-20,17,Wednesday,False,none,0.1,Low,True,Retrieval Failure: Missing Data,2,16,0,"Hi,goog morning?",,No source found,0.0,0.0,0.0,1,0.9266524183216691,2150,Claude Haiku
2026-05-20 17:30:10.302553,2026-05-20,17,Wednesday,False,none,0.3,Low,True,Retrieval Failure: Missing Data,10,44,0,what is yml and how can i use this documant?,,No source found,0.0,0.0,0.0,1,0.9117736354827768,3070,Claude Sonnet
2026-05-20 17:30:10.302553,2026-05-20,17,Wednesday,False,General_Course,0.85,Medium,False,Success,7,33,0,List of Course available for me ?,,Source context loaded,4.0,901.0,0.85,1,0.8984886125306613,3391,Claude Haiku
2026-05-20 17:30:10.302553,2026-05-20,17,Wednesday,False,General_Course,0.85,Medium,False,Success,6,32,0,List of Course available for me?,,Source context loaded,4.0,901.0,0.85,1,1.7851720907302084,3581,Claude Sonnet
2026-05-20 17:30:10.302553,2026-05-20,17,Wednesday,False,HSE_Laws,0.75,Medium,False,Success,12,59,0,How can i register a instance for a fire burn in workspace?,,Source context loaded,3.0,889.0,0.85,1,1.158644987864632,4303,Claude Haiku
2026-05-20 17:30:10.302553,2026-05-20,17,Wednesday,False,Greeting,1.0,High,True,Retrieval Failure: Missing Data,6,23,0,"HI , what is your role?",,No source found,0.0,0.0,0.0,1,1.7947514005225853,7011,Claude Sonnet
2026-05-20 17:30:10.302553,2026-05-20,17,Wednesday,False,Greeting,1.0,High,True,Retrieval Failure: Missing Data,2,13,0,Good Mormning,,No source found,0.0,0.0,0.0,1,0.5260068212140956,4554,Claude Haiku
2026-05-20 17:30:10.302553,2026-05-20,17,Wednesday,False,Greeting,1.0,High,True,Retrieval Failure: Missing Data,3,17,0,Good Mormning Bro,,No source found,0.0,0.0,0.0,1,0.9724728949623385,3743,Claude Sonnet
2026-05-20 17:30:10.302553,2026-05-20,17,Wednesday,False,Greeting,0.95,High,True,Retrieval Failure: Missing Data,1,2,0,Hi,,No source found,0.0,0.0,0.0,1,0.7706926152497016,5201,Claude Haiku
2026-05-20 17:30:10.302553,2026-05-20,17,Wednesday,False,none,0.0,Low,True,Retrieval Failure: Missing Data,8,29,0,can you tell me what is HSE ?,,No source found,0.0,0.0,0.0,1,0.7536117448315673,3493,Claude Sonnet
2026-05-20 17:30:10.302553,2026-05-20,17,Wednesday,False,none,0.0,Low,True,Retrieval Failure: Missing Data,5,20,0,List of HSE course ?,,No source found,0.0,0.0,0.0,1,2.332228691037895,1984,Claude Haiku
2026-05-20 17:30:10.302553,2026-05-20,17,Wednesday,False,none,0.0,Low,True,Retrieval Failure: Missing Data,5,16,0,Hi how are you ?,,No source found,0.0,0.0,0.0,1,2.495174597016204,7918,Claude Sonnet
2026-05-20 17:30:10.302553,2026-05-20,17,Wednesday,False,none,0.0,Low,True,Retrieval Failure: Missing Data,4,18,0,"Hi, what going on?",,No source found,0.0,0.0,0.0,1,2.1845070310656753,3600,Claude Haiku
2026-05-20 17:30:10.302553,2026-05-20,17,Wednesday,False,none,0.0,Low,True,Retrieval Failure: Missing Data,4,18,0,What is your name?,,No source found,0.0,0.0,0.0,1,0.9234587051495287,5305,Claude Sonnet
2026-05-20 17:30:10.302553,2026-05-20,17,Wednesday,False,Course_KB,0.85,Medium,False,Success,5,23,0,best HSE course for me?,,Source context loaded,5.0,1235.0,0.85,1,1.2378703920114786,7570,Claude Haiku
2026-05-20 17:30:10.302553,2026-05-20,17,Wednesday,False,Greeting,0.95,High,True,Retrieval Failure: Missing Data,1,5,0,Hello,,No source found,0.0,0.0,0.0,1,1.3212847431112806,5267,Claude Sonnet
2026-05-20 17:30:10.302553,2026-05-20,17,Wednesday,False,Course_KB,0.6,Medium,False,Success,7,28,0,How do I enroll in a course?,,Source context loaded,2.0,450.0,0.85,1,1.6261553827200856,2948,Claude Haiku
2026-05-20 17:30:10.302553,2026-05-20,17,Wednesday,False,Course_KB,0.95,High,False,Success,13,91,0,"Hva er formålet med kurset ""Skreddersydd opplæring i brann og eksplosjonsvern i industrien?",,Source context loaded,2.0,575.0,0.85,1,1.5130581348613084,7991,Claude Sonnet
2026-05-20 17:30:10.302553,2026-05-20,17,Wednesday,False,Course_KB,0.85,Medium,False,Success,7,33,0,List of Available Course for me ?,,Source context loaded,4.0,916.0,0.85,1,1.7811794658591014,7410,Claude Haiku
2026-05-20 17:30:10.302553,2026-05-20,17,Wednesday,False,Course_KB,0.8,Medium,False,Success,9,38,0,how many of total course do you have ?,,Source context loaded,2.0,561.0,0.85,1,2.4754407679863735,2555,Claude Sonnet
2026-05-20 17:30:10.302553,2026-05-20,17,Wednesday,False,HSE_Law_KB,0.35,Low,False,Success,4,43,0,explain A-kriminformasjonsforskriften law ?,,Source context loaded,3.0,859.0,0.85,1,0.887034576075884,3023,Claude Haiku
2026-05-20 17:30:10.302553,2026-05-20,17,Wednesday,False,Greeting,0.1,Low,True,Retrieval Failure: Missing Data,4,18,0,my name is Dhanesh,,No source found,0.0,0.0,0.0,1,0.7341680170213556,6444,Claude Sonnet
2026-05-20 17:30:10.302553,2026-05-20,17,Wednesday,False,Course_KB,0.6,Medium,False,Success,11,46,0,what is my name ? and suggest me 2 free course,,Source context loaded,2.0,520.0,0.85,1,2.360387574800455,7851,Claude Haiku
2026-05-20 17:30:10.302553,2026-05-20,17,Wednesday,False,Course_KB,0.4,Low,False,Success,9,65,0,Number of Lession in coutrse HMS-kurs grunnkurs for arbeidstaker?,,Source context loaded,2.0,504.0,0.85,1,0.6015473108035565,6227,Claude Sonnet
2026-05-20 17:30:10.302553,2026-05-20,17,Wednesday,False,none,0.0,Low,True,Retrieval Failure: Missing Data,4,20,0,Total num of course?,,No source found,0.0,0.0,0.0,1,1.1186581440899201,6565,Claude Haiku
2026-05-20 17:30:10.302553,2026-05-20,17,Wednesday,False,none,0.0,Low,True,Retrieval Failure: Missing Data,5,27,0,HSE related Course in List?,,No source found,0.0,0.0,0.0,1,0.6003676468020411,6234,Claude Sonnet
2026-05-20 17:30:10.302553,2026-05-20,17,Wednesday,False,none,0.0,Low,True,Retrieval Failure: Missing Data,8,36,0,Suggest any FREE HSe course for me ?,,No source found,0.0,0.0,0.0,1,0.8120572453431181,2813,Claude Haiku
2026-05-20 17:30:10.302553,2026-05-20,17,Wednesday,False,Greeting,0.1,Low,True,Retrieval Failure: Missing Data,3,12,0,What is HSE?,,No source found,0.0,0.0,0.0,1,1.4412690282106702,4471,Claude Sonnet
2026-05-20 17:30:10.302553,2026-05-20,17,Wednesday,False,none,0.0,Low,True,Retrieval Failure: Missing Data,8,57,0,Tell me about 'Bransjespesifikt HMS-kurs modul 2' course?,,No source found,0.0,0.0,0.0,1,1.873600467343178,5167,Claude Haiku
2026-05-20 17:30:10.302553,2026-05-20,17,Wednesday,False,Course_KB,0.85,Medium,False,Success,6,51,0,Explain 'Bransjespesifikt HMS-kurs modul 2' topics?,,Source context loaded,5.0,1451.0,0.85,1,0.9067044451116342,4394,Claude Sonnet
2026-05-20 17:30:10.302553,2026-05-20,17,Wednesday,False,"HSE_Law_KB, Course_KB",0.95,High,False,Success,2,12,0,Explain HSE?,,Source context loaded,9.0,2589.0,0.85,1,1.2131079821019541,5622,Claude Haiku
2026-05-20 17:30:10.302553,2026-05-20,17,Wednesday,False,Course_KB,0.98,High,False,Success,8,63,0,Explain Grunnleggende innføring i arbeidet som BES-vakt course?,,Source context loaded,3.0,849.0,0.85,1,0.5609645101598129,7957,Claude Sonnet
2026-05-20 17:30:10.302553,2026-05-20,17,Wednesday,False,none,0.0,Low,True,Retrieval Failure: Missing Data,6,32,0,Shimla is what capital of India?,,No source found,0.0,0.0,0.0,1,2.2783632604450847,1717,Claude Haiku
2026-05-20 17:30:10.302553,2026-05-20,17,Wednesday,False,none,0.0,Low,True,Retrieval Failure: Missing Data,3,12,0,How are you?,,No source found,0.0,0.0,0.0,1,1.3381114854526652,5391,Claude Sonnet
2026-05-20 17:30:10.302553,2026-05-20,17,Wednesday,False,none,0.0,Low,True,Retrieval Failure: Missing Data,4,16,0,Have a Know IPL?,,No source found,0.0,0.0,0.0,1,0.5022585007062845,2032,Claude Haiku
2026-05-20 17:30:10.302553,2026-05-20,17,Wednesday,False,none,0.3,Low,True,Retrieval Failure: Missing Data,7,46,0,List all lessons and sections of {course_name},,No source found,0.0,0.0,0.0,1,2.240287594655758,3204,Claude Sonnet
2026-05-20 17:30:10.302553,2026-05-20,17,Wednesday,False,Course_KB,0.95,High,False,Success,5,26,0,Do you offer HSE training?,,Source context loaded,5.0,1334.0,0.85,1,1.8385983129833883,6856,Claude Haiku
2026-05-20 17:30:10.302553,2026-05-20,17,Wednesday,False,Course_KB,0.9,High,False,Success,9,46,0,How long does the HSE course take to complete?,,Source context loaded,4.0,903.0,0.85,1,1.6657525750558584,7981,Claude Sonnet
2026-05-20 17:30:10.302553,2026-05-20,17,Wednesday,False,Course_metadata,0.95,High,False,Success,5,31,0,What is the enrollment process?,,Source context loaded,1.0,199.0,0.85,1,0.5200305017026821,7353,Claude Haiku
2026-05-20 17:30:10.302553,2026-05-20,17,Wednesday,False,Course_metadata,1.0,High,False,Success,4,27,0,What courses are available?,,Source context loaded,1.0,199.0,0.85,1,1.197786715558079,7039,Claude Sonnet
2026-05-20 17:30:10.302553,2026-05-20,17,Wednesday,False,Course_metadata,0.95,High,False,Success,9,60,0,pricing of couse 'HMS-Kurs for ansatte på Ukrainsk (GRATIS)?,,Source context loaded,1.0,199.0,0.85,1,1.8317010844096542,3340,Claude Haiku
2026-05-20 17:30:10.302553,2026-05-20,17,Wednesday,False,Course_metadata,0.95,High,False,Success,10,69,0,number of lesion used in couse 'HMS-kurs grunnkurs for arbeidstaker'',,Source context loaded,1.0,199.0,0.85,1,2.199361486506387,5170,Claude Sonnet
2026-05-20 17:30:10.302553,2026-05-20,17,Wednesday,False,Course_metadata,0.95,High,False,Success,6,55,0,list of lession in course hms-kurs-for-ansatte-ukrainsk,,Source context loaded,1.0,199.0,0.85,1,2.1625992915695056,2282,Claude Haiku
2026-05-20 17:30:10.302553,2026-05-20,17,Wednesday,False,Course_metadata,0.95,High,False,Success,3,15,0,List of course?,,Source context loaded,1.0,199.0,0.85,1,2.0059977616086613,4810,Claude Sonnet
2026-05-20 17:30:10.302553,2026-05-20,17,Wednesday,False,Course_Material,0.6,Medium,False,Success,3,45,0,Explain course hms-kurs-for-ansatte-ukrainsk?,,Source context loaded,2.0,303.0,0.85,1,1.968865614796346,6235,Claude Haiku
2026-05-20 17:30:10.302553,2026-05-20,17,Wednesday,False,HSE_Laws,0.75,Medium,False,Success,4,17,0,what is this HSE?,,Source context loaded,2.0,536.0,0.85,1,1.563190231503421,4516,Claude Sonnet
